"email";"xpType";"xpEstablishment";"xpStartDate";"xpEndDate";"xpTimeType";"xpPartialTime";"xpDuration";"xpStatus"
"monemail224913@test.test";"international";"EN ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail224914@test.test";"international";"ALTERNANCE ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail224917@test.test";"international";"STAGE ";"2020-01-01";"2021-07-24";"partial";"0";"19";"accepted"
"monemail224921@test.test";"international";"CHARGÉE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail224925@test.test";"international";"JUIL ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224927@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224928@test.test";"international";"TRAVAIL ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224929@test.test";"international";"COURSIER ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail224935@test.test";"international";"BUSINESS ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224942@test.test";"international";"DURANT ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224943@test.test";"international";"OCTOBRE ";"2020-01-01";"2022-04-20";"partial";"0";"28";"accepted"
"monemail224949@test.test";"international";"J'AI ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail224954@test.test";"international";"BUSINESS ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224956@test.test";"international";"> ";"2020-01-01";"2020-04-15";"partial";"0";"3.5";"accepted"
"monemail224961@test.test";"international";"EMPLOIS ";"2020-01-01";"2020-06-21";"partial";"0";"5.75";"accepted"
"monemail224969@test.test";"international";" ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224971@test.test";"international";"SERVICE ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail224973@test.test";"international";"-JOB ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail224974@test.test";"international";"MAI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail224976@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail224977@test.test";"international";"•	SEP. ";"2020-01-01";"2021-01-25";"partial";"0";"13";"accepted"
"monemail224979@test.test";"international";"CONSEILLER ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail224982@test.test";"international";"COMPTABLE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail224983@test.test";"international";"DE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail224987@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224988@test.test";"international";"VENDEUR ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail224995@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail225001@test.test";"international";"J'AI ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail225002@test.test";"international";"STAGES ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail225007@test.test";"international";"• ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail225010@test.test";"international";"ETE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225013@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail225015@test.test";"international";"- ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225018@test.test";"international";"- ";"2020-01-01";"2021-03-26";"full";"0";"15";"accepted"
"monemail225025@test.test";"international";"SEPT. ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail225028@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225030@test.test";"international";"JUIN ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225033@test.test";"international";"J'AI ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225039@test.test";"international";"- ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail225044@test.test";"international";"PHARMACIE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail225045@test.test";"international";"STAGE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225047@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail225048@test.test";"international";"CONSEILLER ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail225050@test.test";"international";"ÉTUDE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225051@test.test";"international";"STAGE ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail225055@test.test";"international";"MANAGER ";"2020-01-01";"2021-12-21";"partial";"0";"24";"accepted"
"monemail225062@test.test";"international";"DEUX ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225064@test.test";"international";"EN ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail225066@test.test";"international";"FLUXYM ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail225067@test.test";"international";"1. ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail225069@test.test";"international";"-PRÉPARATEUR ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail225072@test.test";"international";"J'AI ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225074@test.test";"international";"1) ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail225080@test.test";"international";"-ALLIANZ ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225081@test.test";"international";"ANIMATRICE ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail225083@test.test";"international";"STAGIAIRE ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail225084@test.test";"international";"- ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225085@test.test";"international";"LES ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail225089@test.test";"international";"ADMINISTRATION ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail225090@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-03-16";"partial";"0";"2.5";"accepted"
"monemail225091@test.test";"international";"JOB ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail225092@test.test";"international";"OBTENTION, ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225095@test.test";"international";"J'AI ";"2020-01-01";"2023-04-15";"partial";"0";"40";"accepted"
"monemail225096@test.test";"international";"J'AI ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail225101@test.test";"international";"- ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail225102@test.test";"international";"ACTUELLEMENT ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail225103@test.test";"international";"STAGE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225107@test.test";"international";"CHARGÉ ";"2020-01-01";"2020-09-27";"partial";"0";"9";"accepted"
"monemail225108@test.test";"international";"- ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail225112@test.test";"international";"STAGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225114@test.test";"international";"GARDIEN ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail225116@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail225119@test.test";"international";"FONDATEUR ";"2020-01-01";"2021-02-24";"partial";"0";"14";"accepted"
"monemail225120@test.test";"international";"• ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225121@test.test";"international";"CHARGÉE ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail225123@test.test";"international";;"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail225125@test.test";"international";"RAYONNISTE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225129@test.test";"international";"HÔTESSE ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail225130@test.test";"international";"STAGE ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225132@test.test";"international";"- ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail225133@test.test";"international";"- ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail225136@test.test";"international";"- ";"2020-01-01";"2021-10-22";"partial";"0";"22";"accepted"
"monemail225137@test.test";"international";"STAGE ";"2020-01-01";"2021-11-21";"partial";"0";"23";"accepted"
"monemail225139@test.test";"international";"2021 ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225141@test.test";"international";"ASSISTANT ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail225145@test.test";"international";"- ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225146@test.test";"international";"GESTIONNAIRE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225147@test.test";"international";"SEPTEMBRE ";"2020-01-01";"2021-06-24";"partial";"0";"18";"accepted"
"monemail225148@test.test";"international";"J'AI ";"2020-01-01";"2021-04-25";"partial";"0";"16";"accepted"
"monemail225149@test.test";"international";"AGENT ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail225152@test.test";"international";"FLOOR ";"2020-01-01";"2022-06-19";"partial";"0";"30";"accepted"
"monemail225153@test.test";"international";"BABYSITTING ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail225154@test.test";"international";"STAGE ";"2020-01-01";"2020-04-15";"partial";"0";"3.5";"accepted"
"monemail225155@test.test";"international";"EMPLOI ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail225156@test.test";"international";"ASSISTANTE ";"2020-01-01";"2021-03-26";"partial";"0";"15";"accepted"
"monemail225157@test.test";"international";"BUSINESS ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225159@test.test";"international";"* ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail225160@test.test";"international";"HÔTESSE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail225161@test.test";"international";"JE ";"2020-01-01";"2021-08-23";"partial";"0";"20";"accepted"
"monemail220003@test.test";"international";"PREMIÈRE ";"2020-01-01";"2020-12-26";"partial";"0";"12";"accepted"
"monemail220007@test.test";"international";"ECHANGE ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220010@test.test";"international";"ROTARY ";"2020-01-01";"2020-10-27";"partial";"0";"10";"accepted"
"monemail220025@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220032@test.test";"international";"J'AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220039@test.test";"international";"DE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220053@test.test";"international";"08/2018 ";"2020-01-01";"2020-11-26";"partial";"0";"11";"accepted"
"monemail220059@test.test";"international";"2019 ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220068@test.test";"international";"1 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220070@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220071@test.test";"international";"J’AI ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220072@test.test";"international";"2020 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220073@test.test";"international";"SEMAINE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220075@test.test";"international";"EN ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220094@test.test";"international";"JUILLET ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220104@test.test";"international";"1) ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220110@test.test";"international";"ÉCHANGE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220115@test.test";"international";"- ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220120@test.test";"international";"ESDHEM: ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220123@test.test";"international";"STAGE ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220125@test.test";"international";"2021 ";"2020-01-01";"2020-08-28";"partial";"0";"8";"accepted"
"monemail220126@test.test";"international";"BELO ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220127@test.test";"international";"DE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220129@test.test";"international";"J'AI ";"2020-01-01";"2020-03-31";"partial";"0";"3";"accepted"
"monemail220130@test.test";"international";"3. ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220131@test.test";"international";"JANVIER ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220140@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220141@test.test";"international";"ECHANGE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220147@test.test";"international";"ALLEMAGNE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220149@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220152@test.test";"international";"ÉCHANGE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220158@test.test";"international";"PREMIER ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220160@test.test";"international";"SÉJOUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220161@test.test";"international";"J'AI ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220164@test.test";"international";"2 ";"2020-01-01";"2020-03-01";"partial";"0";"2";"accepted"
"monemail220167@test.test";"international";"•	ECHANGE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220173@test.test";"international";"DANS ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220178@test.test";"international";"ASSISTANTE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220180@test.test";"international";"DANS ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220183@test.test";"international";"EN ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220186@test.test";"international";"SÉJOUR ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220188@test.test";"international";"JE ";"2020-01-01";"2020-08-28";"full";"0";"8";"accepted"
"monemail220189@test.test";"international";"SÉJOUR ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220193@test.test";"international";"BABYSITTING ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220195@test.test";"international";"- ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220200@test.test";"international";"SEMESTRE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220201@test.test";"international";"UNIVERSITY ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220202@test.test";"international";"5 ";"2020-01-01";"2020-07-29";"partial";"0";"7";"accepted"
"monemail220204@test.test";"international";"SEMESTRE ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220216@test.test";"international";"AOÛT ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220219@test.test";"international";"SEMESTRE ";"2020-01-01";"2020-05-30";"partial";"0";"5";"accepted"
"monemail220220@test.test";"international";"J'AI ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220221@test.test";"international";"NOVEMBRE ";"2020-01-01";"2020-04-30";"partial";"0";"4";"accepted"
"monemail220222@test.test";"international";"SÉJOUR ";"2020-01-01";"2020-06-29";"partial";"0";"6";"accepted"
"monemail220241@test.test";"international";"2 ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
"monemail220242@test.test";"international";"DE ";"2020-01-01";"2020-01-31";"partial";"0";"1";"accepted"
