"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail222855@test.test";"2020";"153024731EE";"Général";"Économique et social";"3"
"monemail222859@test.test";"2018";"060757492BA";"Général";"Scientifique";"4"
"monemail222860@test.test";"2020";"110997819FH";"Technologique";"STG";"1"
"monemail222862@test.test";"2017";"0910015417T";"Général";"Scientifique";"4"
"monemail222864@test.test";"2020";"173076305BK";"Technologique";"STG";"1"
"monemail222866@test.test";"2020";"110869053AH";"Technologique";"STG";"1"
"monemail222867@test.test";"2019";"101138477CJ";"Général";"Scientifique";"2"
"monemail222868@test.test";"2020";"061277584DC";"Général";"Scientifique";"2"
"monemail222870@test.test";"2018";"090851323EB";"Général";"Scientifique";"3"
"monemail222871@test.test";"2019";"081911254BH";"Technologique";"STG";"2"
"monemail222874@test.test";"2020";"070330457HC";"Général";"Scientifique";"3"
"monemail222875@test.test";"2019";"060772258JF";"Général";"Économique et social";"3"
"monemail222876@test.test";"2020";"110683692AB";"Général";"Économique et social";"1"
"monemail222877@test.test";"2018";"081073448CF";"Général";"Économique et social";"4"
"monemail222878@test.test";"2018";"080451429JA ";"Général";"Scientifique";"2"
"monemail222880@test.test";"2020";"080438302BF";"Général";"Économique et social";"1"
"monemail222881@test.test";"2018";"153200477GC";"Professionnel";"Autre";"2"
"monemail222882@test.test";"2018";"071256838EB";"Professionnel";"Autre";"4"
"monemail222883@test.test";"2019";"080839172EG";"Général";"Économique et social";"2"
"monemail222884@test.test";"2019";"060352193ED";"Général";"Économique et social";"3"
"monemail222885@test.test";"2020";"7150084043";"Général";"Économique et social";"3"
"monemail222887@test.test";"2019";"060360531EH";"Général";"Scientifique";"3"
"monemail222888@test.test";"2020";"050063614CG";"Professionnel";"Hotel";"1"
"monemail222889@test.test";"2020";"070186942CH";"Général";"Scientifique";"2"
"monemail222890@test.test";"2019";"153022756HK";"Général";"Scientifique";"4"
"monemail222891@test.test";"2019";"070025842BA";"Général";"Économique et social";"1"
"monemail222892@test.test";"2016";"1909015454Y";"Général";"Littéraire";"3"
"monemail222893@test.test";"2019";"110827081HF";"Général";"Économique et social";"1"
"monemail222895@test.test";"2019";"163023762GE";"Général";"Économique et social";"3"
"monemail222898@test.test";"2019";"070701583GJ";"Général";"Scientifique";"3"
"monemail222899@test.test";"2019";"071029063GA";"Général";"Scientifique";"2"
"monemail222900@test.test";"2020";"143362912JB";"Général";"Scientifique";"2"
"monemail222901@test.test";"2018";"060242891CG";"Général";"Scientifique";"4"
"monemail222902@test.test";"2019";"110814343AK";"Général";"Économique et social";"3"
"monemail222904@test.test";"2018";;"Technologique";"STG";"1"
"monemail222905@test.test";"2018";"153057958JJ";"Général";"Économique et social";"2"
"monemail222909@test.test";"2020";"061242177DE";"Général";"Économique et social";"4"
"monemail222912@test.test";"2016";"1409008373R";"Général";"Scientifique";"4"
"monemail222913@test.test";"2019";"123137930HJ";"Général";"Économique et social";"4"
"monemail222914@test.test";"2019";"090778360GA";"Général";"Économique et social";"1"
"monemail222916@test.test";"2017";"2510075387M";"Général";"Scientifique";"3"
"monemail222917@test.test";"2019";"100597310DC";"Général";"Scientifique";"3"
"monemail222918@test.test";"2018";"153010585CJ";"Général";"Scientifique";"2"
"monemail222920@test.test";"2019";"061183070GJ";"Général";"Économique et social";"3"
"monemail222921@test.test";"2019";"071208035FD";"Général";"Économique et social";"3"
"monemail222923@test.test";"2019";"071612964AC";"Technologique";"STG";"2"
"monemail222924@test.test";"2020";"120912744JE";"Général";"Scientifique";"2"
"monemail222926@test.test";"2017";"2509058629R";"Professionnel";"Autre";"4"
"monemail222928@test.test";"2018";"060972020EG";"Général";"Scientifique";"4"
"monemail222929@test.test";"2019";"060308443EG";"Général";"Scientifique";"4"
"monemail222930@test.test";"2020";"070458689HE";"Général";"Scientifique";"1"
"monemail222931@test.test";"2016";"1212018321U";"Général";"Scientifique";"4"
"monemail222933@test.test";"2020";"080683860GB";"Général";"Économique et social";"1"
"monemail222934@test.test";"2019";"7010071789Z";"Général";"Scientifique";"2"
"monemail222935@test.test";"2019";"163001289DD";"Technologique";"STG";"3"
"monemail222936@test.test";"2015";"1608041631N";"Général";"Scientifique";"4"
"monemail222937@test.test";"2019";"061005007DK";"Général";"Scientifique";"2"
"monemail222939@test.test";"2019";"7001079851D";"Général";"Économique et social";"3"
"monemail222940@test.test";"2018";"P133525600";"Général";"Scientifique";"3"
"monemail222942@test.test";"2019";"070542739CG";"Général";"Économique et social";"2"
"monemail222943@test.test";"2020";"061197267DD";"Général";"Économique et social";"3"
"monemail222945@test.test";"2019";"123069454HC";"Général";"Scientifique";"4"
"monemail222946@test.test";"2020";"071564886GF";"Général";"Économique et social";"1"
"monemail222947@test.test";"2020";"071640957EC";"Général";"Scientifique";"4"
"monemail222948@test.test";"2019";"070197274HE";"Général";"Économique et social";"4"
"monemail222949@test.test";"2019";"123016226EH";"Général";"Scientifique";"3"
"monemail222950@test.test";"2018";"0G411T01MH1";"Général";"Scientifique";"3"
"monemail222952@test.test";"2017";"1110020705V";"Général";"Scientifique";"2"
"monemail222953@test.test";"2019";"110530711BD";"Général";"Économique et social";"3"
"monemail222954@test.test";"2017";"0210037703S";"Général";"Scientifique";"2"
"monemail222957@test.test";"2019";"100294195CC";"Général";"Économique et social";"1"
"monemail222958@test.test";"2020";"08094684EG";"Général";"Littéraire";"2"
"monemail222959@test.test";"2018";"0G412T009P1";"Général";"Scientifique";"1"
"monemail222960@test.test";"2018";"081418438GE";"Général";"Économique et social";"2"
"monemail222961@test.test";"2018";"153411561FA";"Général";"Économique et social";"1"
"monemail222962@test.test";"2020";"081258863HE";"Général";"Économique et social";"1"
"monemail222963@test.test";"2019";"123021868DB";"Général";"Économique et social";"2"
"monemail222964@test.test";"2020";"080908393JD";"Général";"Économique et social";"3"
"monemail222965@test.test";"2019";"123075968FH";"Général";"Économique et social";"4"
"monemail222966@test.test";"2019";"110365832JK";"Technologique";"STG";"2"
"monemail222967@test.test";"2019";"090846608AD";"Général";"Scientifique";"4"
"monemail222968@test.test";"2019";"110920921DE";"Général";"Économique et social";"3"
"monemail222971@test.test";"2019";"143372515JB";"Général";"Économique et social";"3"
"monemail222973@test.test";"2016";"2309000581R";"Général";"Scientifique";"3"
"monemail222975@test.test";"2019";"110827037CC";"Général";"Économique et social";"2"
"monemail222976@test.test";"2019";"123055611EE";"Général";"Économique et social";"4"
"monemail222977@test.test";"2018";"9918D39059W";"Général";"Économique et social";"3"
"monemail222978@test.test";"2014";"0405017963S";"Général";"Économique et social";"4"
"monemail222979@test.test";"2019";"071105683HA";"Général";"Économique et social";"4"
"monemail222980@test.test";"2019";"100951468CB";"Général";"Économique et social";"2"
"monemail222981@test.test";"2017";"2509048251K";"Général";"Scientifique";"4"
"monemail222983@test.test";"2019";"070258184JA";"Général";"Scientifique";"2"
"monemail222984@test.test";"2020";"4013641400W";"Général";"Économique et social";"2"
"monemail222985@test.test";"2017";"1810022253T";"Général";"Économique et social";"4"
"monemail222986@test.test";"2018";"153269105BD";"Général";"Économique et social";"3"
"monemail222987@test.test";"2019";"081211216KE";"Général";"Économique et social";"4"
"monemail222989@test.test";"2018";"071831613JJ";"Général";"Économique et social";"4"
"monemail222990@test.test";"2019";"0EUADT01NY4";"Professionnel";"Autre";"3"
"monemail222992@test.test";"11";"2511066642N";"Général";"Scientifique";"4"
"monemail222993@test.test";"2018";;"Général";"Scientifique";"4"
"monemail222995@test.test";"2019";"110991014HC";"Général";"Économique et social";"3"
"monemail222996@test.test";"2020";"110775708DJ";"Général";"Scientifique";"1"
"monemail222997@test.test";"2018";"072054776CF";"Général";"Scientifique";"3"
"monemail223000@test.test";"2019";"110974540FG";"Technologique";"STG";"3"
"monemail223002@test.test";"2018";"072215074GJ";"Général";"Scientifique";"2"
"monemail223004@test.test";"2020";"072097300JE";"Général";"Économique et social";"2"
"monemail223005@test.test";"2020";"061034978EB";"Général";"Scientifique";"1"
"monemail223007@test.test";"2018";"090585937DF";"Général";"Scientifique";"4"
"monemail223010@test.test";"2018";"080921947BC";"Général";"Économique et social";"4"
"monemail223011@test.test";"2020";"091071770HF";"Général";"Scientifique";"1"
"monemail223012@test.test";"2018";"082001007HH";"Général";"Économique et social";"2"
"monemail223014@test.test";"2019";"110965282AC";"Général";"Scientifique";"3"
"monemail223015@test.test";"2018";"090668969DF";"Général";"Économique et social";"3"
"monemail223016@test.test";"2019";"080524105FH";"Professionnel";"Autre";"1"
"monemail223017@test.test";"2019";"0EFB1U01LK8";"Général";"Scientifique";"2"
"monemail223018@test.test";"2019";"070287505FD";"Général";"Économique et social";"1"
"monemail223020@test.test";"2019";"060925883BB";"Général";"Économique et social";"3"
"monemail223021@test.test";"2018";"090686418EG";"Général";"Scientifique";"2"
"monemail223022@test.test";"2019";"081170041EE";"Général";"Économique et social";"2"
"monemail223025@test.test";"2020";"2020620294";"Général";"Économique et social";"2"
"monemail223027@test.test";"2018";"100725229FG ";"Général";"Scientifique";"2"
"monemail223029@test.test";"2019";"070690422HE";"Général";"Scientifique";"2"
"monemail223033@test.test";"2017";"071896283CA";"Général";"Scientifique";"3"
"monemail223034@test.test";"2019";"080410979JB";"Général";"Scientifique";"3"
"monemail223035@test.test";"2019";"123111793CF";"Général";"Économique et social";"3"
"monemail223039@test.test";"2018";"060871227FG";"Général";"Scientifique";"2"
"monemail223041@test.test";"2017";"0410040153U";"Général";"Scientifique";"1"
"monemail223043@test.test";"2019";"060315047DJ";"Général";"Économique et social";"2"
"monemail223045@test.test";"2018";"18737553494";"Général";"Économique et social";"4"
"monemail223049@test.test";"2016";"0909060969Z";"Technologique";"STG";"3"
"monemail223050@test.test";"2020";"101084111HE";"Général";"Scientifique";"3"
"monemail223053@test.test";"2017";"0210010269G";"Général";"Scientifique";"3"
"monemail223054@test.test";"2019";"080278103GH";"Général";"Scientifique";"4"
"monemail223055@test.test";"2019";"090647678JD";"Général";"Scientifique";"3"
"monemail223056@test.test";"2020";"050142295BC";"Général";"Scientifique";"3"
"monemail223057@test.test";"2019";"060883279";"Général";"Scientifique";"3"
"monemail223059@test.test";"2019";"0G411U027F1";"Général";"Scientifique";"3"
"monemail223060@test.test";"2019";"080697732GA";"Général";"Scientifique";"4"
"monemail223062@test.test";"2015";"1408014565P";"Général";"Scientifique";"4"
"monemail223064@test.test";"2019";"101152920DJ";"Général";"Économique et social";"2"
"monemail223065@test.test";"2017";"1910020893S";"Général";"Scientifique";"3"
"monemail223066@test.test";"2019";"081179280CA";"Général";"Économique et social";"3"
"monemail223067@test.test";"2018";"153300455KB";"Général";"Scientifique";"4"
"monemail223068@test.test";"2018";"071105691GC";"Général";"Scientifique";"2"
"monemail223069@test.test";"2017";"0110020695M";"Général";"Scientifique";"4"
"monemail223070@test.test";"2016";"2509064994J";"Général";"Économique et social";"3"
"monemail223071@test.test";"2019";"061229318JK";"Général";"Économique et social";"3"
"monemail223073@test.test";"2020";"060265803AG";"Général";"Économique et social";"3"
"monemail223075@test.test";"2019";"070392727HG";"Général";"Scientifique";"3"
"monemail223076@test.test";"2020";"100976876CH";"Général";"Scientifique";"1"
"monemail223078@test.test";"2018";"153350998JF";"Général";"Économique et social";"3"
"monemail223079@test.test";"2016";"2509040945U";"Général";"Scientifique";"3"
"monemail223080@test.test";"2018";"080557068HE";"Général";"Scientifique";"4"
"monemail223085@test.test";"2019";"080215834GC";"Général";"Économique et social";"2"
"monemail223086@test.test";"2019";"110932854DC";"Général";"Scientifique";"3"
"monemail223088@test.test";"2018";"153077884EH";"Général";"Économique et social";"4"
"monemail223089@test.test";"2019";"071729879GK";"Général";"Scientifique";"4"
"monemail223091@test.test";"2018";"153274003GC";"Général";"Scientifique";"3"
"monemail223092@test.test";"2019";"081540131AK";"Général";"Économique et social";"4"
